Customer_ID,Customer_Name,Gender,Age,City,Segment,Store_Location,Product_ID,Product_Name,Category,Price,Quantity,Total,Payment_Method,Day,Date
C114,Neha,Male,53,Aurangabad,Premium,Store_D,P692,Snacks_Item_26,Snacks,942,4,3768,UPI,Thursday,2025-10-23
C172,Raj,Female,20,Aurangabad,Premium,Store_C,P626,Snacks_Item_26,Snacks,88,3,264,Wallet,Thursday,2025-10-09
C173,Neha,Female,30,Pune,Budget,Store_A,P614,Electronics_Item_12,Electronics,461,4,1844,Cash,Friday,2025-10-31
C149,Sneha,Female,24,Mumbai,Premium,Store_A,P806,Personal Care_Item_39,Personal Care,978,1,978,UPI,Thursday,2025-10-02
C101,Karan,Female,48,Mumbai,Premium,Store_C,P697,Snacks_Item_48,Snacks,511,3,1533,Cash,Tuesday,2025-10-21
C178,Raj,Male,42,Nagpur,Budget,Store_A,P321,Snacks_Item_17,Snacks,595,1,595,Wallet,Friday,2025-10-17
C179,Sneha,Female,51,Pune,Premium,Store_D,P641,Personal Care_Item_32,Personal Care,108,5,540,Card,Thursday,2025-10-09
C102,Raj,Female,35,Pune,Regular,Store_B,P849,Grocery_Item_16,Grocery,603,1,603,Cash,Thursday,2025-10-30
C149,Karan,Male,50,Mumbai,Regular,Store_A,P760,Snacks_Item_44,Snacks,659,1,659,UPI,Tuesday,2025-10-21
C195,Sneha,Male,40,Mumbai,Budget,Store_D,P564,Grocery_Item_16,Grocery,903,1,903,Wallet,Monday,2025-10-06
C175,Neha,Male,48,Pune,Regular,Store_D,P685,Grocery_Item_2,Grocery,954,3,2862,Cash,Thursday,2025-11-06
C180,Riya,Female,51,Nashik,Premium,Store_B,P681,Electronics_Item_26,Electronics,941,4,3764,Card,Saturday,2025-10-18
C156,Raj,Male,60,Pune,Premium,Store_B,P475,Personal Care_Item_11,Personal Care,368,2,736,Cash,Tuesday,2025-10-14
C124,Aarav,Male,47,Nashik,Budget,Store_B,P743,Personal Care_Item_29,Personal Care,883,2,1766,UPI,Saturday,2025-10-11
C130,Sneha,Female,38,Nagpur,Premium,Store_B,P859,Beverages_Item_19,Beverages,632,2,1264,Cash,Sunday,2025-10-12
C125,Raj,Female,55,Nagpur,Regular,Store_A,P250,Electronics_Item_30,Electronics,237,5,1185,Wallet,Saturday,2025-09-13
C178,Aarav,Female,25,Nagpur,Regular,Store_C,P733,Snacks_Item_18,Snacks,344,3,1032,Wallet,Sunday,2025-09-14
C144,Aarav,Female,55,Aurangabad,Budget,Store_C,P747,Beverages_Item_25,Beverages,683,3,2049,Wallet,Saturday,2025-11-08
C158,Arjun,Male,59,Aurangabad,Budget,Store_C,P296,Snacks_Item_29,Snacks,425,1,425,Cash,Tuesday,2025-09-23
C126,Mahima,Male,44,Pune,Budget,Store_A,P412,Personal Care_Item_42,Personal Care,354,1,354,Cash,Wednesday,2025-11-05
C146,Neha,Male,35,Pune,Regular,Store_C,P688,Stationery_Item_29,Stationery,848,4,3392,UPI,Friday,2025-09-19
C148,Arjun,Female,52,Jalna,Budget,Store_A,P690,Grocery_Item_9,Grocery,492,4,1968,Wallet,Monday,2025-09-29
C134,Riya,Female,25,Jalna,Premium,Store_D,P983,Beverages_Item_17,Beverages,720,1,720,Wallet,Friday,2025-11-07
C183,Isha,Female,29,Mumbai,Budget,Store_C,P805,Electronics_Item_19,Electronics,269,2,538,Wallet,Friday,2025-10-17
C139,Arjun,Female,56,Nagpur,Premium,Store_D,P733,Beverages_Item_22,Beverages,465,2,930,UPI,Monday,2025-10-13
C105,Mahima,Male,54,Jalna,Budget,Store_A,P859,Beverages_Item_14,Beverages,449,4,1796,UPI,Monday,2025-09-15
C127,Aarav,Male,26,Aurangabad,Premium,Store_B,P184,Snacks_Item_27,Snacks,501,1,501,UPI,Saturday,2025-09-20
C141,Isha,Male,34,Nashik,Premium,Store_D,P475,Snacks_Item_29,Snacks,814,5,4070,Card,Friday,2025-10-03
C171,Raj,Male,51,Mumbai,Budget,Store_B,P742,Personal Care_Item_47,Personal Care,905,4,3620,Cash,Thursday,2025-09-25
C170,Sneha,Female,22,Nagpur,Budget,Store_D,P125,Personal Care_Item_8,Personal Care,828,5,4140,Card,Monday,2025-09-15
C142,Vikram,Female,51,Nashik,Regular,Store_A,P508,Snacks_Item_20,Snacks,72,2,144,Cash,Thursday,2025-09-18
C196,Neha,Female,31,Aurangabad,Regular,Store_C,P846,Electronics_Item_14,Electronics,445,5,2225,Card,Tuesday,2025-09-23
C117,Vikram,Male,21,Jalna,Regular,Store_A,P651,Personal Care_Item_42,Personal Care,175,3,525,UPI,Monday,2025-10-13
C191,Vikram,Female,29,Nagpur,Regular,Store_B,P323,Stationery_Item_25,Stationery,636,1,636,Wallet,Friday,2025-09-19
C163,Sneha,Female,50,Nagpur,Regular,Store_B,P697,Beverages_Item_31,Beverages,414,1,414,UPI,Tuesday,2025-09-23
C154,Riya,Female,22,Nashik,Regular,Store_A,P303,Snacks_Item_8,Snacks,738,4,2952,Cash,Sunday,2025-10-05
C149,Sneha,Male,60,Nashik,Budget,Store_A,P526,Stationery_Item_42,Stationery,582,3,1746,UPI,Monday,2025-10-13
C188,Arjun,Male,38,Nagpur,Budget,Store_A,P103,Grocery_Item_29,Grocery,614,1,614,Card,Wednesday,2025-10-08
C174,Vikram,Male,53,Nagpur,Premium,Store_B,P249,Snacks_Item_19,Snacks,216,3,648,Cash,Saturday,2025-10-11
C169,Mahima,Female,37,Nashik,Regular,Store_B,P378,Stationery_Item_25,Stationery,782,1,782,Wallet,Tuesday,2025-09-23
C127,Arjun,Female,32,Jalna,Regular,Store_C,P139,Snacks_Item_11,Snacks,818,2,1636,Wallet,Saturday,2025-10-18
C143,Raj,Male,30,Nashik,Budget,Store_B,P213,Beverages_Item_15,Beverages,868,1,868,UPI,Friday,2025-10-10
C126,Mahima,Male,33,Jalna,Budget,Store_B,P549,Electronics_Item_26,Electronics,124,5,620,Card,Saturday,2025-09-27
C103,Vikram,Female,57,Aurangabad,Premium,Store_D,P248,Personal Care_Item_30,Personal Care,573,4,2292,Cash,Sunday,2025-09-21
C157,Aarav,Female,36,Nashik,Budget,Store_D,P440,Snacks_Item_17,Snacks,489,5,2445,Cash,Thursday,2025-09-25
C173,Aarav,Male,24,Nashik,Premium,Store_A,P859,Beverages_Item_3,Beverages,745,1,745,Card,Friday,2025-10-03
C108,Sneha,Female,42,Jalna,Budget,Store_B,P716,Snacks_Item_26,Snacks,73,5,365,Cash,Tuesday,2025-10-28
C136,Isha,Female,44,Jalna,Premium,Store_D,P780,Beverages_Item_34,Beverages,530,2,1060,Cash,Monday,2025-10-06
C183,Arjun,Female,24,Pune,Premium,Store_D,P890,Electronics_Item_27,Electronics,156,4,624,Card,Thursday,2025-11-06
C120,Aarav,Male,53,Pune,Premium,Store_D,P981,Personal Care_Item_34,Personal Care,391,5,1955,Wallet,Wednesday,2025-10-01
C158,Raj,Female,30,Jalna,Budget,Store_A,P637,Grocery_Item_18,Grocery,963,3,2889,UPI,Thursday,2025-10-02
C103,Aarav,Male,58,Aurangabad,Regular,Store_B,P703,Electronics_Item_7,Electronics,970,1,970,Cash,Monday,2025-10-20
C168,Riya,Male,36,Pune,Regular,Store_D,P682,Grocery_Item_36,Grocery,775,1,775,Cash,Friday,2025-09-19
C145,Mahima,Male,28,Aurangabad,Premium,Store_B,P870,Electronics_Item_18,Electronics,585,2,1170,UPI,Monday,2025-09-29
C101,Karan,Female,54,Mumbai,Premium,Store_D,P187,Snacks_Item_44,Snacks,666,5,3330,Wallet,Thursday,2025-10-09
C156,Vikram,Female,28,Pune,Premium,Store_B,P777,Grocery_Item_28,Grocery,530,5,2650,Card,Friday,2025-09-26
C128,Arjun,Male,38,Mumbai,Regular,Store_B,P576,Stationery_Item_46,Stationery,919,3,2757,Card,Sunday,2025-11-09
C184,Isha,Male,20,Nagpur,Regular,Store_B,P600,Stationery_Item_5,Stationery,843,5,4215,Cash,Wednesday,2025-09-24
C140,Raj,Female,41,Aurangabad,Budget,Store_C,P441,Grocery_Item_1,Grocery,646,2,1292,Wallet,Monday,2025-11-10
C163,Aarav,Female,32,Nashik,Budget,Store_A,P842,Stationery_Item_46,Stationery,574,3,1722,Cash,Thursday,2025-09-11
C126,Isha,Female,37,Aurangabad,Premium,Store_A,P792,Beverages_Item_5,Beverages,687,3,2061,Card,Friday,2025-09-12
C186,Riya,Female,54,Nashik,Budget,Store_B,P847,Personal Care_Item_45,Personal Care,403,4,1612,Card,Sunday,2025-11-02
C135,Neha,Male,56,Nashik,Premium,Store_B,P756,Beverages_Item_40,Beverages,473,2,946,Wallet,Wednesday,2025-10-15
C123,Riya,Male,38,Pune,Budget,Store_C,P145,Stationery_Item_3,Stationery,698,3,2094,Wallet,Monday,2025-11-10
C192,Sneha,Female,18,Nagpur,Regular,Store_B,P663,Stationery_Item_43,Stationery,877,5,4385,Wallet,Wednesday,2025-10-29
C104,Isha,Female,22,Nashik,Regular,Store_C,P817,Beverages_Item_2,Beverages,162,4,648,Wallet,Wednesday,2025-10-01
C164,Isha,Female,34,Aurangabad,Premium,Store_A,P772,Electronics_Item_41,Electronics,243,4,972,Card,Saturday,2025-10-25
C103,Raj,Male,45,Jalna,Premium,Store_D,P175,Electronics_Item_14,Electronics,640,2,1280,Cash,Wednesday,2025-11-05
C146,Vikram,Female,33,Pune,Regular,Store_A,P360,Personal Care_Item_45,Personal Care,442,1,442,Card,Friday,2025-10-10
C188,Karan,Female,35,Nagpur,Regular,Store_C,P876,Personal Care_Item_1,Personal Care,587,3,1761,Wallet,Thursday,2025-10-30
C122,Aarav,Female,60,Nagpur,Regular,Store_D,P120,Electronics_Item_40,Electronics,134,4,536,Wallet,Sunday,2025-09-14
C196,Arjun,Female,30,Aurangabad,Premium,Store_A,P920,Stationery_Item_4,Stationery,645,3,1935,Wallet,Wednesday,2025-10-15
C114,Karan,Female,45,Jalna,Regular,Store_D,P476,Stationery_Item_10,Stationery,855,5,4275,Cash,Sunday,2025-10-26
C156,Riya,Female,48,Pune,Budget,Store_D,P692,Stationery_Item_2,Stationery,632,5,3160,Wallet,Friday,2025-10-10
C184,Arjun,Male,55,Aurangabad,Budget,Store_A,P429,Stationery_Item_15,Stationery,174,5,870,Card,Monday,2025-11-03
C196,Aarav,Female,43,Aurangabad,Budget,Store_D,P110,Grocery_Item_7,Grocery,952,3,2856,Card,Monday,2025-10-27
C195,Vikram,Female,55,Pune,Regular,Store_C,P715,Grocery_Item_45,Grocery,883,2,1766,Cash,Thursday,2025-09-25
C150,Raj,Female,57,Pune,Budget,Store_A,P497,Beverages_Item_8,Beverages,751,5,3755,UPI,Friday,2025-11-07
C160,Karan,Female,23,Aurangabad,Regular,Store_C,P210,Snacks_Item_5,Snacks,265,5,1325,UPI,Tuesday,2025-09-23
C106,Karan,Female,56,Pune,Regular,Store_A,P139,Grocery_Item_18,Grocery,150,1,150,Cash,Thursday,2025-10-09
C168,Vikram,Female,34,Jalna,Premium,Store_A,P320,Personal Care_Item_44,Personal Care,977,5,4885,UPI,Tuesday,2025-11-04
C134,Karan,Female,49,Pune,Premium,Store_A,P721,Beverages_Item_12,Beverages,433,5,2165,Cash,Wednesday,2025-09-17
C119,Raj,Female,31,Nagpur,Regular,Store_B,P702,Electronics_Item_12,Electronics,521,5,2605,Card,Monday,2025-11-10
C159,Aarav,Female,24,Mumbai,Premium,Store_D,P335,Electronics_Item_35,Electronics,357,2,714,Cash,Thursday,2025-09-18
C108,Neha,Male,46,Nashik,Regular,Store_B,P759,Electronics_Item_45,Electronics,750,2,1500,Cash,Wednesday,2025-10-22
C104,Raj,Male,58,Aurangabad,Regular,Store_D,P428,Snacks_Item_9,Snacks,44,2,88,Cash,Tuesday,2025-09-16
C120,Riya,Male,19,Pune,Budget,Store_C,P256,Beverages_Item_14,Beverages,945,3,2835,Wallet,Wednesday,2025-10-01
C124,Neha,Male,18,Nagpur,Premium,Store_D,P470,Grocery_Item_36,Grocery,549,4,2196,UPI,Thursday,2025-10-09
C109,Vikram,Male,24,Mumbai,Premium,Store_C,P435,Stationery_Item_28,Stationery,545,4,2180,Wallet,Wednesday,2025-10-29
C180,Aarav,Female,40,Mumbai,Premium,Store_D,P479,Beverages_Item_18,Beverages,615,2,1230,Cash,Friday,2025-10-31
C144,Vikram,Female,54,Jalna,Premium,Store_C,P845,Beverages_Item_11,Beverages,846,3,2538,UPI,Sunday,2025-10-19
C152,Raj,Male,52,Aurangabad,Regular,Store_D,P107,Stationery_Item_8,Stationery,368,1,368,Card,Friday,2025-10-31
C122,Raj,Male,41,Aurangabad,Regular,Store_D,P363,Snacks_Item_13,Snacks,399,5,1995,UPI,Tuesday,2025-10-07
C113,Isha,Female,27,Jalna,Premium,Store_A,P224,Stationery_Item_39,Stationery,179,1,179,Wallet,Friday,2025-10-31
C170,Mahima,Female,39,Nashik,Regular,Store_A,P554,Beverages_Item_22,Beverages,316,2,632,Card,Thursday,2025-10-30
C134,Arjun,Female,40,Nashik,Premium,Store_D,P948,Beverages_Item_37,Beverages,270,1,270,Cash,Friday,2025-09-19
C164,Vikram,Male,58,Nagpur,Budget,Store_B,P822,Electronics_Item_6,Electronics,744,5,3720,UPI,Friday,2025-10-24
C189,Mahima,Female,42,Pune,Budget,Store_C,P409,Snacks_Item_27,Snacks,262,5,1310,Cash,Monday,2025-10-13
C145,Raj,Female,40,Nashik,Budget,Store_B,P529,Stationery_Item_32,Stationery,929,1,929,UPI,Friday,2025-10-03
C187,Mahima,Male,51,Pune,Premium,Store_D,P484,Snacks_Item_7,Snacks,355,2,710,Cash,Wednesday,2025-10-08
C132,Aarav,Female,50,Mumbai,Budget,Store_C,P171,Stationery_Item_38,Stationery,385,3,1155,Card,Thursday,2025-09-25
C175,Vikram,Female,41,Jalna,Regular,Store_B,P211,Grocery_Item_47,Grocery,606,3,1818,Cash,Tuesday,2025-10-07
C173,Karan,Female,59,Nashik,Premium,Store_A,P263,Beverages_Item_42,Beverages,985,4,3940,UPI,Monday,2025-09-15
C109,Raj,Male,57,Aurangabad,Regular,Store_B,P399,Electronics_Item_37,Electronics,452,5,2260,Card,Monday,2025-11-10
C159,Arjun,Male,25,Mumbai,Regular,Store_B,P248,Personal Care_Item_12,Personal Care,909,4,3636,Cash,Monday,2025-10-27
C169,Neha,Male,38,Nashik,Regular,Store_C,P136,Electronics_Item_36,Electronics,472,1,472,Wallet,Sunday,2025-09-14
C149,Mahima,Female,52,Nashik,Budget,Store_D,P787,Beverages_Item_38,Beverages,742,5,3710,Wallet,Tuesday,2025-10-28
C143,Mahima,Male,27,Aurangabad,Regular,Store_C,P129,Snacks_Item_11,Snacks,940,4,3760,Cash,Friday,2025-09-19
C134,Vikram,Male,42,Mumbai,Budget,Store_B,P402,Stationery_Item_29,Stationery,605,5,3025,Cash,Sunday,2025-10-12
C154,Mahima,Male,38,Nagpur,Budget,Store_B,P757,Grocery_Item_30,Grocery,808,2,1616,Cash,Sunday,2025-10-26
C196,Vikram,Male,58,Mumbai,Regular,Store_B,P230,Beverages_Item_23,Beverages,827,3,2481,UPI,Wednesday,2025-10-08
C161,Riya,Male,20,Aurangabad,Regular,Store_B,P669,Stationery_Item_24,Stationery,474,2,948,Card,Monday,2025-11-10
C136,Karan,Male,53,Nagpur,Regular,Store_B,P714,Grocery_Item_32,Grocery,412,2,824,Wallet,Thursday,2025-10-16
C159,Sneha,Female,52,Aurangabad,Premium,Store_A,P278,Electronics_Item_41,Electronics,993,5,4965,UPI,Thursday,2025-10-30
C172,Neha,Female,40,Pune,Regular,Store_C,P419,Stationery_Item_47,Stationery,324,3,972,UPI,Tuesday,2025-09-23
C186,Aarav,Male,57,Aurangabad,Regular,Store_D,P618,Beverages_Item_50,Beverages,114,4,456,UPI,Tuesday,2025-11-04
C133,Neha,Female,58,Jalna,Budget,Store_C,P670,Personal Care_Item_23,Personal Care,277,2,554,Cash,Sunday,2025-09-21
C123,Karan,Female,28,Mumbai,Premium,Store_A,P309,Electronics_Item_27,Electronics,177,3,531,Wallet,Sunday,2025-10-12
C163,Karan,Female,60,Mumbai,Budget,Store_C,P465,Electronics_Item_20,Electronics,839,5,4195,Card,Tuesday,2025-09-16
C125,Vikram,Female,46,Nashik,Premium,Store_C,P252,Stationery_Item_15,Stationery,790,5,3950,UPI,Monday,2025-11-03
C187,Mahima,Female,45,Jalna,Regular,Store_B,P929,Stationery_Item_32,Stationery,780,3,2340,Cash,Saturday,2025-11-08
C149,Aarav,Male,30,Mumbai,Premium,Store_A,P543,Beverages_Item_48,Beverages,540,2,1080,Cash,Thursday,2025-09-11
C155,Riya,Male,36,Pune,Premium,Store_A,P424,Grocery_Item_46,Grocery,132,4,528,Wallet,Sunday,2025-09-14
C105,Aarav,Male,32,Jalna,Regular,Store_A,P323,Beverages_Item_12,Beverages,848,5,4240,UPI,Sunday,2025-10-12
C171,Riya,Male,27,Jalna,Regular,Store_B,P454,Personal Care_Item_33,Personal Care,416,4,1664,Cash,Saturday,2025-10-18
C100,Riya,Female,39,Nagpur,Regular,Store_D,P524,Stationery_Item_33,Stationery,245,4,980,Wallet,Thursday,2025-09-18
C113,Arjun,Male,25,Nagpur,Premium,Store_B,P508,Personal Care_Item_35,Personal Care,583,2,1166,Wallet,Monday,2025-09-29
C171,Mahima,Female,56,Mumbai,Premium,Store_A,P976,Snacks_Item_33,Snacks,263,1,263,Wallet,Sunday,2025-11-02
C114,Raj,Male,19,Nashik,Regular,Store_D,P456,Stationery_Item_39,Stationery,524,5,2620,Wallet,Sunday,2025-09-21
C137,Neha,Female,40,Jalna,Regular,Store_D,P771,Beverages_Item_16,Beverages,747,2,1494,Cash,Thursday,2025-10-16
C147,Neha,Female,56,Pune,Budget,Store_A,P694,Stationery_Item_41,Stationery,168,2,336,Card,Sunday,2025-09-14
C153,Neha,Female,51,Nashik,Budget,Store_A,P954,Grocery_Item_37,Grocery,137,3,411,Card,Sunday,2025-09-14
C189,Riya,Female,51,Nashik,Budget,Store_D,P647,Beverages_Item_32,Beverages,145,5,725,Wallet,Tuesday,2025-09-16
C189,Riya,Male,30,Pune,Regular,Store_D,P266,Electronics_Item_40,Electronics,861,5,4305,Wallet,Thursday,2025-10-02
C103,Neha,Female,54,Nagpur,Regular,Store_D,P473,Beverages_Item_45,Beverages,773,5,3865,Cash,Monday,2025-11-10
C188,Neha,Female,48,Pune,Budget,Store_D,P837,Personal Care_Item_11,Personal Care,965,4,3860,Cash,Saturday,2025-09-13
C176,Neha,Female,57,Mumbai,Regular,Store_A,P803,Personal Care_Item_10,Personal Care,938,3,2814,Cash,Saturday,2025-09-13
C151,Karan,Male,48,Jalna,Regular,Store_A,P701,Beverages_Item_3,Beverages,43,4,172,Card,Tuesday,2025-10-07
C171,Mahima,Male,31,Aurangabad,Regular,Store_C,P828,Personal Care_Item_6,Personal Care,735,3,2205,UPI,Thursday,2025-11-06
C120,Raj,Female,53,Pune,Budget,Store_B,P812,Beverages_Item_25,Beverages,804,3,2412,UPI,Sunday,2025-10-12
C193,Isha,Male,41,Mumbai,Regular,Store_B,P165,Stationery_Item_21,Stationery,676,4,2704,Cash,Wednesday,2025-10-29
C163,Riya,Female,52,Aurangabad,Premium,Store_B,P193,Grocery_Item_2,Grocery,920,5,4600,Wallet,Sunday,2025-09-21
C163,Aarav,Female,60,Mumbai,Regular,Store_D,P840,Beverages_Item_44,Beverages,547,1,547,Card,Sunday,2025-10-05
C172,Sneha,Male,48,Nagpur,Regular,Store_D,P305,Stationery_Item_3,Stationery,265,4,1060,Cash,Saturday,2025-10-25
C146,Mahima,Male,40,Pune,Regular,Store_B,P287,Grocery_Item_37,Grocery,406,5,2030,Cash,Sunday,2025-09-14
C174,Aarav,Female,49,Aurangabad,Premium,Store_B,P833,Personal Care_Item_50,Personal Care,815,3,2445,Cash,Wednesday,2025-11-05
C103,Vikram,Female,55,Nagpur,Premium,Store_C,P403,Stationery_Item_9,Stationery,386,2,772,Wallet,Thursday,2025-11-06
C110,Neha,Male,48,Pune,Regular,Store_C,P545,Snacks_Item_22,Snacks,514,3,1542,Card,Friday,2025-10-10
C142,Mahima,Male,57,Nashik,Budget,Store_A,P831,Electronics_Item_35,Electronics,330,4,1320,Card,Sunday,2025-09-28
C148,Aarav,Male,21,Aurangabad,Budget,Store_C,P964,Beverages_Item_45,Beverages,519,4,2076,Cash,Saturday,2025-10-18
C107,Aarav,Female,23,Pune,Premium,Store_C,P276,Electronics_Item_46,Electronics,258,2,516,Wallet,Saturday,2025-09-20
C115,Mahima,Female,37,Mumbai,Premium,Store_C,P272,Electronics_Item_19,Electronics,741,1,741,UPI,Thursday,2025-11-06
C177,Sneha,Male,29,Jalna,Premium,Store_A,P858,Stationery_Item_48,Stationery,305,3,915,Card,Monday,2025-11-10
C162,Arjun,Male,19,Nashik,Regular,Store_D,P622,Personal Care_Item_26,Personal Care,608,5,3040,Cash,Saturday,2025-11-01
C197,Vikram,Male,53,Mumbai,Budget,Store_D,P772,Snacks_Item_19,Snacks,169,1,169,Card,Wednesday,2025-10-08
C113,Isha,Female,36,Nagpur,Budget,Store_A,P297,Grocery_Item_23,Grocery,516,5,2580,Cash,Monday,2025-09-15
C103,Vikram,Male,53,Pune,Budget,Store_C,P567,Personal Care_Item_48,Personal Care,810,3,2430,Cash,Friday,2025-11-07
C136,Arjun,Female,24,Pune,Regular,Store_A,P351,Snacks_Item_22,Snacks,157,3,471,UPI,Sunday,2025-09-14
C137,Raj,Female,31,Jalna,Premium,Store_D,P676,Beverages_Item_7,Beverages,470,2,940,Cash,Monday,2025-09-29
C184,Neha,Male,36,Nagpur,Regular,Store_B,P757,Snacks_Item_5,Snacks,937,3,2811,Cash,Sunday,2025-10-05
C194,Raj,Male,29,Pune,Budget,Store_B,P275,Stationery_Item_46,Stationery,259,5,1295,UPI,Wednesday,2025-11-05
C181,Sneha,Female,25,Nashik,Budget,Store_A,P405,Personal Care_Item_10,Personal Care,213,3,639,Card,Tuesday,2025-10-28
C137,Karan,Male,32,Aurangabad,Regular,Store_C,P779,Grocery_Item_10,Grocery,135,2,270,UPI,Saturday,2025-11-08
C151,Aarav,Male,30,Aurangabad,Budget,Store_A,P704,Grocery_Item_43,Grocery,307,5,1535,UPI,Thursday,2025-10-02
C119,Mahima,Female,28,Pune,Budget,Store_D,P812,Grocery_Item_42,Grocery,267,2,534,UPI,Thursday,2025-09-18
C125,Neha,Male,22,Nashik,Budget,Store_D,P805,Stationery_Item_36,Stationery,106,4,424,Card,Monday,2025-11-03
C199,Karan,Male,55,Nagpur,Budget,Store_B,P884,Personal Care_Item_40,Personal Care,518,4,2072,Cash,Friday,2025-10-17
C172,Isha,Female,30,Nagpur,Budget,Store_A,P929,Personal Care_Item_11,Personal Care,723,3,2169,Wallet,Wednesday,2025-10-22
C188,Sneha,Male,52,Aurangabad,Premium,Store_D,P307,Beverages_Item_3,Beverages,913,1,913,Cash,Monday,2025-09-22
C163,Karan,Female,25,Aurangabad,Regular,Store_A,P316,Stationery_Item_15,Stationery,653,1,653,UPI,Friday,2025-10-24
C144,Aarav,Male,48,Nashik,Budget,Store_C,P544,Personal Care_Item_23,Personal Care,143,4,572,Card,Thursday,2025-10-23
C158,Riya,Male,45,Aurangabad,Premium,Store_D,P939,Stationery_Item_3,Stationery,800,5,4000,UPI,Thursday,2025-10-30
C185,Riya,Female,22,Aurangabad,Premium,Store_B,P570,Personal Care_Item_44,Personal Care,259,1,259,UPI,Wednesday,2025-09-24
C130,Riya,Female,48,Jalna,Premium,Store_C,P703,Snacks_Item_41,Snacks,913,2,1826,UPI,Sunday,2025-10-26
C126,Raj,Male,23,Aurangabad,Budget,Store_B,P130,Beverages_Item_15,Beverages,645,5,3225,Card,Sunday,2025-11-09
C109,Aarav,Male,37,Pune,Budget,Store_A,P179,Electronics_Item_36,Electronics,735,5,3675,Cash,Thursday,2025-09-25
C177,Mahima,Female,45,Mumbai,Regular,Store_A,P651,Stationery_Item_48,Stationery,132,4,528,Cash,Tuesday,2025-10-21
C128,Riya,Female,42,Aurangabad,Premium,Store_A,P837,Electronics_Item_8,Electronics,946,3,2838,Card,Saturday,2025-11-08
C178,Arjun,Male,29,Pune,Regular,Store_B,P336,Personal Care_Item_5,Personal Care,158,4,632,Cash,Thursday,2025-10-23
C142,Mahima,Female,30,Pune,Regular,Store_B,P661,Grocery_Item_8,Grocery,918,3,2754,UPI,Monday,2025-10-27
C132,Neha,Male,18,Nagpur,Premium,Store_A,P203,Personal Care_Item_4,Personal Care,760,3,2280,UPI,Monday,2025-09-22
C121,Raj,Male,24,Pune,Regular,Store_C,P753,Beverages_Item_2,Beverages,997,3,2991,Card,Saturday,2025-11-01
C190,Vikram,Female,29,Aurangabad,Premium,Store_D,P696,Beverages_Item_47,Beverages,153,3,459,Card,Friday,2025-09-26
C186,Karan,Male,22,Pune,Regular,Store_D,P781,Snacks_Item_14,Snacks,926,5,4630,Cash,Sunday,2025-09-14
C133,Neha,Female,23,Mumbai,Regular,Store_C,P600,Personal Care_Item_33,Personal Care,984,2,1968,UPI,Thursday,2025-09-11
C178,Mahima,Male,49,Nagpur,Budget,Store_B,P964,Personal Care_Item_1,Personal Care,431,2,862,Card,Thursday,2025-11-06
C109,Karan,Male,28,Nagpur,Premium,Store_B,P376,Stationery_Item_6,Stationery,50,4,200,Card,Wednesday,2025-09-24
C174,Neha,Male,38,Aurangabad,Budget,Store_D,P776,Stationery_Item_42,Stationery,604,5,3020,Wallet,Tuesday,2025-11-04
C173,Aarav,Male,20,Mumbai,Budget,Store_B,P120,Snacks_Item_21,Snacks,185,1,185,Cash,Tuesday,2025-10-14
C171,Karan,Female,25,Aurangabad,Regular,Store_C,P923,Electronics_Item_47,Electronics,916,5,4580,UPI,Friday,2025-10-03
C158,Sneha,Female,23,Mumbai,Regular,Store_A,P223,Personal Care_Item_11,Personal Care,751,3,2253,Card,Monday,2025-09-22
C184,Aarav,Female,34,Jalna,Premium,Store_A,P288,Grocery_Item_3,Grocery,250,1,250,Cash,Sunday,2025-09-14
C129,Neha,Female,24,Aurangabad,Premium,Store_B,P328,Beverages_Item_27,Beverages,953,3,2859,Card,Thursday,2025-10-23
C199,Arjun,Female,53,Nashik,Premium,Store_B,P363,Grocery_Item_26,Grocery,255,3,765,Cash,Tuesday,2025-10-21
C109,Vikram,Male,22,Pune,Regular,Store_A,P640,Electronics_Item_12,Electronics,493,5,2465,Cash,Thursday,2025-09-11
C114,Vikram,Male,27,Mumbai,Premium,Store_B,P333,Snacks_Item_29,Snacks,561,2,1122,Cash,Saturday,2025-09-27
C113,Vikram,Male,59,Mumbai,Regular,Store_D,P783,Electronics_Item_1,Electronics,59,2,118,Card,Monday,2025-11-03
C190,Vikram,Male,23,Jalna,Regular,Store_A,P703,Stationery_Item_9,Stationery,60,1,60,Card,Tuesday,2025-09-23
C187,Karan,Male,35,Jalna,Premium,Store_D,P715,Beverages_Item_8,Beverages,966,1,966,Wallet,Friday,2025-10-03
C128,Raj,Male,27,Nashik,Budget,Store_C,P712,Personal Care_Item_40,Personal Care,296,4,1184,Card,Sunday,2025-10-19
C172,Aarav,Male,44,Aurangabad,Premium,Store_D,P937,Electronics_Item_16,Electronics,809,1,809,UPI,Tuesday,2025-09-16
C164,Neha,Female,60,Nashik,Budget,Store_C,P580,Beverages_Item_35,Beverages,634,3,1902,UPI,Monday,2025-09-15
C155,Neha,Female,27,Jalna,Budget,Store_D,P367,Snacks_Item_27,Snacks,921,1,921,Wallet,Sunday,2025-10-12
C100,Mahima,Female,53,Jalna,Regular,Store_A,P226,Electronics_Item_32,Electronics,442,1,442,UPI,Thursday,2025-10-09
C161,Raj,Male,60,Jalna,Budget,Store_B,P837,Snacks_Item_47,Snacks,91,1,91,Cash,Monday,2025-10-27
